ID;DESC_CLASIFICACION;COD_BARRIO;BARRIO;COD_DISTRITO;DISTRITO;ESTADO;COORD_GIS_X;COORD_GIS_Y;SISTEMA_COORD;LATITUD;LONGITUD;TIPO_VIA;NOM_VIA;NUM_VIA;COD_POSTAL;DIRECCION_AUX;NDP;FECHA_INSTALACION;CODIGO_INTERNO;CONTRATO_COD;TIPO;TOTAL_ELEM
"16657";"Área Infantil";"015";"UNIVERSIDAD";"01";"CENTRO";"OPERATIVO";"439600.898";"4475235.511";"ETRS89";40.42556179;-3.71202019;"PLAZA";"CRISTINO MARTOS";"2";"28015";"Pza · PLAZA CRISTINO MARTOS , ASCENDIENTE 1: 015";"11006548";"2004-01-01 00:00:00.0";"01004";"AE21";"INFANTIL";4
"16659";"Área Infantil";"015";"UNIVERSIDAD";"01";"CENTRO";"OPERATIVO";"440259.0";"4475407.99";"ETRS89";40.42716308;-3.70427886;"PLAZA";"DOS DE MAYO";"3";"28004";"Pza · PLAZA DEL DOS DE MAYO 3 , ASCENDIENTE 1: 01";"11006142";"2006-11-21 00:00:00.0";"01006";"AE21";"INFANTIL";8
"16661";"Área Infantil";"014";"JUSTICIA";"01";"CENTRO";"OPERATIVO";"441256.02";"4475200.267";"ETRS89";40.42536281;-3.69250675;"PLAZA";"VILLA DE PARIS";"1";"28004";"Pza · PLAZA DE LA VILLA DE PARIS , ZONA 1";"11005131";"2007-06-20 00:00:00.0";"01009";"AE21";"INFANTIL";16
"16663";"Área Infantil";"011";"PALACIO";"01";"CENTRO";"OPERATIVO";"438915.135";"4474119.773";"ETRS89";40.41546067;-3.71999660;"PASEO";"VIRGEN DEL PUERTO";"3 B";"28005";"Pq · PARQUE DE ATENAS , ASCENDIENTE 1: 011 · PALA";"31044315";"2004-01-01 00:00:00.0";"01010";"AE21";"INFANTIL";17
"16665";"Área Infantil";"011";"PALACIO";"01";"CENTRO";"OPERATIVO";"439005.204";"4474092.669";"ETRS89";40.41522311;-3.71893245;;;;;"Pq · PARQUE DE ATENAS , ASCENDIENTE 1: 011 · PALA";"31047537";"2004-01-01 00:00:00.0";"01012";"AE21";"INFANTIL";4
"16667";"Área Infantil";"011";"PALACIO";"01";"CENTRO";"OPERATIVO";"439138.411";"4473621.593";"ETRS89";40.41098920;-3.71731742;"CALLE";"ALGECIRAS";"4";"28005";"C · CALLE DE ALGECIRAS , ASCENDIENTE 1: 011 · PAL";"11001113";"2004-01-01 00:00:00.0";"01014";"AE21";"INFANTIL";8
"16669";"Área Infantil";"012";"EMBAJADORES";"01";"CENTRO";"OPERATIVO";"439733.864";"4473204.282";"ETRS89";40.40727319;-3.71026037;"GLORIETA";"PUERTA DE TOLEDO";"1";"28005";"Pza · PLAZA PUERTA DE TOLEDO , ASCENDIENTE 1: 012";"20105763";"2004-01-01 00:00:00.0";"01016";"AE21";"INFANTIL";14
"16671";"Área Infantil";"011";"PALACIO";"01";"CENTRO";"OPERATIVO";"439371.715";"4473323.183";"ETRS89";40.40831801;-3.71453946;"CALLE";"VENTOSA";"23";"28005";"C · CALLE VENTOSA , ASCENDIENTE 1: 011 · PALACIO";"11001131";"2004-01-01 00:00:00.0";"01018";"AE21";"INFANTIL";10
"16674";"Área Infantil";"012";"EMBAJADORES";"01";"CENTRO";"OPERATIVO";"440322.893";"4473469.617";"ETRS89";40.40970589;-3.70334381;"CALLE";"AMPARO";"28";"28012";"C · CALLE MESON DE PAREDES 46 , ASCENDIENTE 1: 01";"11002104";"2007-05-17 00:00:00.0";"01020";"AE21";"INFANTIL";6
"16676";"Área Infantil";"012";"EMBAJADORES";"01";"CENTRO";"OPERATIVO";"440288.044";"4473330.87";"ETRS89";40.40845349;-3.70374149;;;;;"Pza · PLAZA AGUSTÍN LARA , ASCENDIENTE 1: 012 · E";"11002132";"2004-01-01 00:00:00.0";"01022";"AE21";"INFANTIL";11
"16678";"Área Infantil";"013";"CORTES";"01";"CENTRO";"OPERATIVO";"440562.68";"4474038.459";"ETRS89";40.41484745;-3.70057107;"CALLE";"PRINCIPE";"5";"28012";"Pza · PLAZA SANTA ANA , ASCENDIENTE 1: 013 · CORT";"11003843";"2007-06-28 00:00:00.0";"01024";"AE21";"INFANTIL";6
"16680";"Área Infantil";"013";"CORTES";"01";"CENTRO";"OPERATIVO";"441128.827";"4474218.017";"ETRS89";40.41650524;-3.69391514;;;;;"Pº · PASEO PRADO 6 , ASCENDIENTE 1: 013 · CORTES";"31047833";"2004-01-01 00:00:00.0";"01027";"AE21";"INFANTIL";13
"16682";"Área Infantil";"013";"CORTES";"01";"CENTRO";"OPERATIVO";"440997.38";"4473845.729";"ETRS89";40.41314217;-3.69542987;;;;;"C · CALLE HUERTAS 70 , ASCENDIENTE 1: 013 · CORTE";"11003476";"2007-06-28 00:00:00.0";"01029";"AE21";"INFANTIL";7
"16684";"Área Infantil";"012";"EMBAJADORES";"01";"CENTRO";"OPERATIVO";"440139.376";"4473092.893";"ETRS89";40.40629900;-3.70547112;"CALLE";"CASINO";"5";"28012";"C · CALLE EMBAJADORES 47 , ASCENDIENTE 1: 012 · E";"11002228";"2007-04-24 00:00:00.0";"01030";"AE21";"INFANTIL";24
"16686";"Área Infantil";"011";"PALACIO";"01";"CENTRO";"OPERATIVO";"439854.286";"4474604.454";"ETRS89";40.41989530;-3.70897363;;;;;"C · CALLE CUESTA DE SANTO DOMINGO 16 , ASCENDIENT";"11000193";"2007-07-16 00:00:00.0";"01032";"AE21";"INFANTIL";5
"16690";"Área Infantil";"015";"UNIVERSIDAD";"01";"CENTRO";"OPERATIVO";"440296.305";"4475362.769";"ETRS89";40.42675838;-3.70383486;"PLAZA";"DOS DE MAYO";"9";"28004";"Pza · PLAZA DEL DOS DE MAYO , ASCENDIENTE 1: 015";"11006172";"2006-11-20 00:00:00.0";"01036";"AE21";"INFANTIL";8
"16692";"Área Infantil";"014";"JUSTICIA";"01";"CENTRO";"OPERATIVO";"440935.956";"4475382.786";"ETRS89";40.42698437;-3.69629653;"PLAZA";"SANTA BARBARA";"8";"28004";"Pza · PLAZA SANTA BARBARA , ASCENDIENTE 1: 014 ·";"11005154";"2011-04-15 00:00:00.0";"01038";"AE21";"INFANTIL";5
"16699";"Área Infantil";"021";"IMPERIAL";"02";"ARGANZUELA";"OPERATIVO";"439096.425";"4472942.897";"ETRS89";40.40487213;-3.71774728;"CALLE";"COBOS DE SEGOVIA";"17";"28005";"CALLE COBOS DE SEGOVIA 15-17 POST. CON C/ SAN GARCÍA, ASCENDIENTE 1: 021 ·";"20108116";"2005-05-11 00:00:00.0";"02002";"AE21";"INFANTIL";12
"16701";"Área Infantil";"021";"IMPERIAL";"02";"ARGANZUELA";"OPERATIVO";"439274.723";"4473085.281";"ETRS89";40.40616781;-3.71565978;"CALLE";"MUÑOPEDRO";"6";"28005";"CALLE MUÑOPEDRO 22 ZONA 1 , ASCENDIENTE 1: 021 ·";"31001522";"2004-09-13 00:00:00.0";"02004";"AE21";"INFANTIL";11
"16703";"Área Infantil";"021";"IMPERIAL";"02";"ARGANZUELA";"OPERATIVO";"438765.91";"4472859.919";"ETRS89";40.40410038;-3.72163411;"CALLE";"SAN ALEJANDRO";"10";"28005";"PARQUE SAN ALEJANDRO PADILLA JARDIN DEL MAESTRO PADILLA FRENTE 8-10, ASCENDIENTE 1: 021 ·";"11008204";"2004-09-13 00:00:00.0";"02006";"AE21";"INFANTIL";10
"16709";"Área Infantil";"022";"ACACIAS";"02";"ARGANZUELA";"OPERATIVO";"439935.235";"4472267.191";"ETRS89";40.39884598;-3.70779888;"CALLE";"NAVES";"9";"28005";"CALLE NAVES 9 POSTERIOR, ASCENDIENTE 1: 022 · ACACIAS";"20007452";"2004-12-02 00:00:00.0";"02015";"AE21";"INFANTIL";6
"16711";"Área Infantil";"022";"ACACIAS";"02";"ARGANZUELA";"OPERATIVO";"439981.562";"4472362.095";"ETRS89";40.39970426;-3.70726195;"CALLE";"ARGANDA";"32";"28005";"CALLE ARGANDA 39 POSTERIOR , ASCENDIENTE 1: 022 · ACACI";"11010584";"2004-12-02 00:00:00.0";"02017";"AE21";"INFANTIL";6
"16713";"Área Infantil";"026";"PALOS DE LA FRONTERA";"02";"ARGANZUELA";"OPERATIVO";"441397.644";"4472484.2";"ETRS89";40.40090510;-3.69058714;"CALLE";"GENERAL LACY";"50";"28045";"CALLE GENERAL LACY FRENTE AL Nº 50 , ASCENDIENTE 1: 026 · PAL";"11009960";"2006-03-21 00:00:00.0";"02019";"AE21";"INFANTIL";5
"16715";"Área Infantil";"022";"ACACIAS";"02";"ARGANZUELA";"OPERATIVO";"439936.238";"4472639.289";"ETRS89";40.40219809;-3.70782217;"CALLE";"GASOMETRO";"32";"28005";"CALLE VALLEJO NAJERA C/ GASÓMETRO, ASCENDIENTE 1: 022 · A";"31044316";"2006-01-11 00:00:00.0";"02020";"AE21";"INFANTIL";10
"16658";"Área Infantil";"015";"UNIVERSIDAD";"01";"CENTRO";"OPERATIVO";"439856.44";"4475417.186";"ETRS89";40.42721691;-3.70902511;"PLAZA";"COMENDADORAS";"9";"28015";"Pza · PLAZA COMENDADORAS , ASCENDIENTE 1: 015 · U";"11006381";"2004-01-01 00:00:00.0";"01005";"AE21";"INFANTIL";10
"16660";"Área Infantil";"015";"UNIVERSIDAD";"01";"CENTRO";"OPERATIVO";"440254.716";"4475367.323";"ETRS89";40.42679642;-3.70432554;"PLAZA";"DOS DE MAYO";"2";"28004";"Pza · PLAZA DEL DOS DE MAYO 2 , ASCENDIENTE 1: 01";"11006158";"2006-11-20 00:00:00.0";"01007";"AE21";"INFANTIL";17
"16664";"Área Infantil";"011";"PALACIO";"01";"CENTRO";"OPERATIVO";"438975.594";"4474091.596";"ETRS89";40.41521128;-3.71928133;"PASEO";"CIUDAD DE PLASENCIA";"1";"28005";"Pq · PARQUE DE ATENAS , ASCENDIENTE 1: 011 · PALA";"31044315";"2004-01-01 00:00:00.0";"01011";"AE21";"INFANTIL";17
"16666";"Área Infantil";"014";"JUSTICIA";"01";"CENTRO";"OPERATIVO";"440657.773";"4474736.539";"ETRS89";40.42114287;-3.69951544;;;;;"Pza · PLAZA VAZQUEZ DE MELLA 6 , ASCENDIENTE 1: 0";"11004540";"2004-09-30 00:00:00.0";"01013";"AE21";"INFANTIL";5
"16668";"Área Infantil";"011";"PALACIO";"01";"CENTRO";"OPERATIVO";"439372.072";"4473911.935";"ETRS89";40.41362179;-3.71459135;"CUESTA";"CIEGOS";"2";"28005";"C · CALLE CUESTA DE LOS CIEGOS 2 , ASCENDIENTE 1:";"20105119";"2004-01-01 00:00:00.0";"01015";"AE21";"INFANTIL";24
"16670";"Área Infantil";"011";"PALACIO";"01";"CENTRO";"OPERATIVO";"439485.274";"4473285.451";"ETRS89";40.40798637;-3.71319761;"AVENIDA";"GRAN VIA DE SAN FRANCISCO";"9";"28005";"C · CALLE GRAN VIA DE SAN FRANCISCO 9 , ASCENDIEN";"20142017";"2004-01-01 00:00:00.0";"01017";"AE21";"INFANTIL";15
"16675";"Área Infantil";"015";"UNIVERSIDAD";"01";"CENTRO";"OPERATIVO";"440291.785";"4475203.161";"ETRS89";40.42532024;-3.70387315;"CALLE";"ESPIRITU SANTO";"26";"28004";"Pza · PLAZA JUAN PUJOL , ASCENDIENTE 1: 015 · UNI";"11006128";"2007-03-16 00:00:00.0";"01021";"AE21";"INFANTIL";6
"16677";"Área Infantil";"013";"CORTES";"01";"CENTRO";"OPERATIVO";"440552.131";"4474009.92";"ETRS89";40.41458960;-3.70069273;"PLAZA";"SANTA ANA";"8";"28012";"Pza · PLAZA SANTA ANA 8 , ASCENDIENTE 1: 013 · CO";"11003720";"2007-06-28 00:00:00.0";"01023";"AE21";"INFANTIL";6
"16679";"Área Infantil";"012";"EMBAJADORES";"01";"CENTRO";"OPERATIVO";"439895.827";"4473094.345";"ETRS89";40.40629454;-3.70834133;"PLAZA";"CAMPILLO DEL MUNDO NUEVO";"3 B";"28005";"C · CALLE RONDA DE TOLEDO , ASCENDIENTE 1: 012 ·";"31035660";"2004-01-01 00:00:00.0";"01025";"AE21";"INFANTIL";8
"16685";"Área Infantil";"012";"EMBAJADORES";"01";"CENTRO";"OPERATIVO";"440275.944";"4473762.809";"ETRS89";40.41234374;-3.70392463;;;;;"Pza · PLAZA TIRSO DE MOLINA , ASCENDIENTE 1: 012";"11001682";"2004-01-01 00:00:00.0";"01031";"AE21";"INFANTIL";11
"16687";"Área Infantil";"011";"PALACIO";"01";"CENTRO";"OPERATIVO";"439892.481";"4474600.709";"ETRS89";40.41986433;-3.70852308;;;;;"C · CALLE CUESTA DE SANTO DOMINGO 22 , ASCENDIENT";"20003768";"2007-07-16 00:00:00.0";"01033";"AE21";"INFANTIL";5
"16693";"Área Infantil";"012";"EMBAJADORES";"01";"CENTRO";"OPERATIVO";"440401.999";"4473580.184";"ETRS89";40.41070760;-3.70242191;"CALLE";"MINISTRILES CHICA";"1";"28012";"C · CALLE MINISTRILES 19 , ASCENDIENTE 1: 012 · E";"20004678";"2011-01-12 00:00:00.0";"01039";"AE21";"INFANTIL";10
"16698";"Área Infantil";"021";"IMPERIAL";"02";"ARGANZUELA";"OPERATIVO";"438996.395";"4473688.686";"ETRS89";40.41158321;-3.71899753;"CALLE";"JUAN DUQUE";"25";"28005";"CALLE JUAN DUQUE 25 POSTERIOR (ZONA I), ASCENDIENTE 1: 021 · IM";"11008100";"2007-03-12 00:00:00.0";"02001";"AE21";"INFANTIL";9
"16700";"Área Infantil";"021";"IMPERIAL";"02";"ARGANZUELA";"OPERATIVO";"439293.934";"4473095.922";"ETRS89";40.40626507;-3.71543440;"CALLE";"MUÑOPEDRO";"12";"28005";"CALLE MUÑOPEDRO 21 ZONA 1, ASCENDIENTE 1: 021 ·";"20147651";"2006-01-02 00:00:00.0";"02003";"AE21";"INFANTIL";14
"16702";"Área Infantil";"022";"ACACIAS";"02";"ARGANZUELA";"OPERATIVO";"439878.05";"4472973.159";"ETRS89";40.40520155;-3.70853937;"CALLE";"CONCEJAL BENITO MARTIN LOZANO";"14";"28005";"CALLE CONCEJAL BENITO MARTIN LOZANO 14 , ASCE";"11008324";"2004-09-13 00:00:00.0";"02005";"AE21";"INFANTIL";9
"16708";"Área Infantil";"022";"ACACIAS";"02";"ARGANZUELA";"OPERATIVO";"440021.63";"4472134.994";"ETRS89";40.39766131;-3.70676843;"PASEO";"YESERIAS";"43";"28005";"PASEO YESERIAS 43 , ASCENDIENTE 1: 022 · ACA";"11008377";"2006-06-16 00:00:00.0";"02014";"AE21";"INFANTIL";11
"16710";"Área Infantil";"022";"ACACIAS";"02";"ARGANZUELA";"OPERATIVO";"439974.889";"4472319.406";"ETRS89";40.39931921;-3.70733656;"CALLE";"NAVES";"15";"28005";"CALLE NAVES 15 POSTERIOR, ASCENDIENTE 1: 022 · ACACIAS";"11008372";"2004-12-02 00:00:00.0";"02016";"AE21";"INFANTIL";6
"16712";"Área Infantil";"022";"ACACIAS";"02";"ARGANZUELA";"OPERATIVO";"439593.079";"4472749.484";"ETRS89";40.40316595;-3.71187629;"PASEO";"JUAN ANTONIO VALLEJO-NAJERA BOTAS";"41";"28005";"PASEO DEL DOCTOR VALLEJO NAJERA  Nº 41, ASCENDIEN";"20002182";"2004-09-13 00:00:00.0";"02018";"AE21";"INFANTIL";7
"16716";"Área Infantil";"022";"ACACIAS";"02";"ARGANZUELA";"OPERATIVO";"440164.418";"4472479.633";"ETRS89";40.40077626;-3.70511837;"PASEO";"ESPERANZA";"21";"28005";"PARQUE PEÑUELAS (FRENTE PASEO ESPERANZA 21) ZONA I, ASCENDIENTE 1: 022 · ACACI";"11008625";"2006-12-26 00:00:00.0";"02021";"AE21";"INFANTIL";4
"16718";"Área Infantil";"022";"ACACIAS";"02";"ARGANZUELA";"OPERATIVO";"440373.138";"4472485.287";"ETRS89";40.40084216;-3.70265946;"PLAZA";"PEÑUELAS";"7";"28005";"PLAZA PEÑUELAS , ASCENDIENTE 1: 022 · ACACI";"11008631";"2005-04-01 00:00:00.0";"02023";"AE21";"INFANTIL";7
"16721";"Área Infantil";"026";"PALOS DE LA FRONTERA";"02";"ARGANZUELA";"OPERATIVO";"441158.861";"4472556.973";"ETRS89";40.40154384;-3.69340756;"PLAZA";"LUCA DE TENA";"6";"28045";"PLAZA LUCA DE TENA Nº 6-7, ASCENDIENTE 1: 026 · P";"11009927";"2006-02-28 00:00:00.0";"02026";"AE21";"INFANTIL";4
"16723";"Área Infantil";"026";"PALOS DE LA FRONTERA";"02";"ARGANZUELA";"OPERATIVO";"441088.851";"4472642.925";"ETRS89";40.40231319;-3.69424048;"PLAZA";"LUCA DE TENA";"13";"28045";"PLAZA LUCA DE TENA 13 , ASCENDIENTE 1: 026";"20149805";"2006-12-26 00:00:00.0";"02028";"AE21";"INFANTIL";6
"16727";"Área Infantil";"025";"DELICIAS";"02";"ARGANZUELA";"OPERATIVO";"441743.078";"4472141.065";"ETRS89";40.39783820;-3.68648532;"CALLE";"JUAN DE MARIANA";"14";"28045";"CALLE JUAN DE MARIANA 14 , ASCENDIENTE 1: 025";"20064306";"2004-09-13 00:00:00.0";"02031";"AE21";"INFANTIL";9
"16729";"Área Infantil";"022";"ACACIAS";"02";"ARGANZUELA";"OPERATIVO";"439777.819";"4472567.124";"ETRS89";40.40153655;-3.70968210;"CALLE";"MELILLA";"7";"28005";"CALLE MELILLA 7, ASCENDIENTE 1: 022 · ACACIA";"11008396";"2005-05-11 00:00:00.0";"02034";"AE21";"INFANTIL";10
"16731";"Área Infantil";"027";"ATOCHA";"02";"ARGANZUELA";"OPERATIVO";"442394.317";"4472078.123";"ETRS89";40.39731649;-3.67880610;"CALLE";"ALMEZ";"2";"28045";"CALLE TEJO C/ ALMEZ ZONA 1, ASCENDIENTE 1: 027 · ATOCHA , AS";"20139361";"2006-01-10 00:00:00.0";"02037";"AE21";"INFANTIL";12
"16733";"Área Infantil";"025";"DELICIAS";"02";"ARGANZUELA";"OPERATIVO";"441219.263";"4471680.163";"ETRS89";40.39364934;-3.69261485;"CALLE";"GRANITO";"20";"28045";"CALLE HIERRO C/ GRANITO (ZONA 1) , ASCENDIENTE 1: 025 · DE";"31006449";"2005-05-25 00:00:00.0";"02039";"AE21";"INFANTIL";7
"16735";"Área Infantil";"024";"LEGAZPI";"02";"ARGANZUELA";"OPERATIVO";"441781.395";"4470892.036";"ETRS89";40.38658895;-3.68591965;"CALLE";"PUERTO DE LA CRUZ VERDE";"19";"28045";"CALLE PUERTO DE LA CRUZ VERDE C/ PUERTO SERRANO, ASCENDIENTE 1";"20118237";"2005-09-20 00:00:00.0";"02040";"AE21";"INFANTIL";34
"16737";"Área Infantil";"024";"LEGAZPI";"02";"ARGANZUELA";"OPERATIVO";"441730.43";"4471492.477";"ETRS89";40.39199449;-3.68657500;"CALLE";"ANTRACITA";"35";"28045";"PARQUE BRONCE II , ASCENDIENTE 1: 024 · LEGA";"20170739";"2005-01-03 00:00:00.0";"02044";"AE21";"INFANTIL";18
"16739";"Área Infantil";"024";"LEGAZPI";"02";"ARGANZUELA";"OPERATIVO";"441061.755";"4470985.976";"ETRS89";40.38738461;-3.69440641;"CALLE";"TERESA LOPEZ VALCARCEL";"19";"28045";"CALLE TERESA LOPEZ VALCARCEL 19 POSTERIOR, ASCENDIENTE";"20174517";"2004-09-13 00:00:00.0";"02046";"AE21";"INFANTIL";13
"16741";"Área Infantil";"022";"ACACIAS";"02";"ARGANZUELA";"OPERATIVO";"439797.495";"4472937.477";"ETRS89";40.40487429;-3.70948527;"CALLE";"CONCEJAL BENITO MARTIN LOZANO";"10";"28005";"CALLE CONCEJAL BENITO MARTIN LOZANO 10 AREA 1, ASCE";"11008322";"2005-03-03 00:00:00.0";"02048";"AE21";"INFANTIL";9
"16744";"Área Infantil";"025";"DELICIAS";"02";"ARGANZUELA";"OPERATIVO";"441690.189";"4472283.691";"ETRS89";40.39911935;-3.68712157;"CALLE";"RAMIREZ DE PRADO";"7";"28045";"CALLE RAMIREZ DE PRADO FRENTE A Nº 7, ASCENDIENTE 1: 025 ·";"20171396";"2005-05-11 00:00:00.0";"02051";"AE21";"INFANTIL";9
"16746";"Área Infantil";"024";"LEGAZPI";"02";"ARGANZUELA";"OPERATIVO";"442027.065";"4471552.002";"ETRS89";40.39255142;-3.68308548;"CALLE";"MENESES";"4";"28045";"PARQUE ENRIQUE TIERNO GALVAN EN FRENTE DE AVD. DEL PLANETARIO, ASCENDIENTE 1";"31022245";"2007-04-09 00:00:00.0";"02053";"AE21";"INFANTIL";13
"16748";"Área Infantil";"021";"IMPERIAL";"02";"ARGANZUELA";"OPERATIVO";"439381.868";"4472619.545";"ETRS89";40.40198005;-3.71435279;"CALLE";"TOLEDO";"178";"28005";"PASEO IMPERIAL 40 C/TOLEDO AREA 2 (JARDIN CONCHA PIQUER), ASCENDIENTE 1: 021 · IMP";"20084999";"2004-09-13 00:00:00.0";"02055";"AE21";"INFANTIL";5
"16750";"Área Infantil";"023";"CHOPERA";"02";"ARGANZUELA";"OPERATIVO";"440637.787";"4472165.547";"ETRS89";40.39798069;-3.69951117;"CALLE";"TORRES MIRANDA";"12";"28045";"CALLE TORRES MIRANDA 12 FERNANDO POO (AREA 2) , ASCENDIENTE 1: 023";"11008774";"2005-05-05 00:00:00.0";"02057";"AE21";"INFANTIL";6
"16752";"Área Infantil";"024";"LEGAZPI";"02";"ARGANZUELA";"OPERATIVO";"442227.611";"4471558.481";"ETRS89";40.39262372;-3.68072323;"CALLE";"ARIEL";"7";"28045";"CALLE ENRIQUE TIERNO GALVAN FRENTE A LA POLICIA MUNICIPAL, ASCENDIENTE 1: 024 · LEGAZPI , A";"31011528";"2006-10-30 00:00:00.0";"02059";"AE21";"INFANTIL";8
"16754";"Área Infantil";"024";"LEGAZPI";"02";"ARGANZUELA";"OPERATIVO";"441275.71";"4471019.042";"ETRS89";40.38769759;-3.69188883;"CALLE";"TENIENTE CORONEL NOREÑA";"30";"28045";"CALLE TENIENTE CORONEL NOREÑA 30 , ASCENDIENT";"20149326";"2006-11-15 00:00:00.0";"02061";"AE21";"INFANTIL";8
"16756";"Área Infantil";"023";"CHOPERA";"02";"ARGANZUELA";"OPERATIVO";"440570.191";"4472089.039";"ETRS89";40.39728665;-3.70030051;"CALLE";"AGUILON";"15";"28045";"CALLE AGUILON JUNTO Nº15 , ASCENDIENTE 1: 023";"11008805";"2006-12-29 00:00:00.0";"02063";"AE21";"INFANTIL";7
"16758";"Área Infantil";"027";"ATOCHA";"02";"ARGANZUELA";"OPERATIVO";"442358.801";"4472069.395";"ETRS89";40.39723540;-3.67922379;"CALLE";"ALMEZ";"2";"28045";"CALLE TEJO C/ ALMEZ ZONA 5, ASCENDIENTE 1: 027 · ATOCHA , AS";"20139361";"2006-12-26 00:00:00.0";"02065";"AE21";"INFANTIL";11
"16760";"Área Infantil";"025";"DELICIAS";"02";"ARGANZUELA";"OPERATIVO";"441254.117";"4472199.4";"ETRS89";40.39832936;-3.69225210;"CALLE";"TOMAS BRETON";"47";"28045";"CALLE TOMAS BRETON 47 POST. , ASCENDIENTE 1:";"20100962";"2007-04-11 00:00:00.0";"02067";"AE21";"INFANTIL";9
"16762";"Área Infantil";"024";"LEGAZPI";"02";"ARGANZUELA";"OPERATIVO";"441440.559";"4471165.017";"ETRS89";40.38902422;-3.68996013;"CALLE";"HIERRO";"10";"28045";"CALLE HIERRO 10 , ASCENDIENTE 1: 024 · LEGAZP";"11009346";"2008-03-10 00:00:00.0";"02069";"AE21";"INFANTIL";11
"16764";"Área Infantil";"024";"LEGAZPI";"02";"ARGANZUELA";"OPERATIVO";"441627.63";"4471056.236";"ETRS89";40.38805739;-3.68774620;"CALLE";"PUERTO DE BEJAR";"5";"28045";"CALLE PUERTO DE BEJAR PUERTO DE LA CRUZ VERDE, ASCENDIENTE 1: 024 ·";"20000292";"2007-04-04 00:00:00.0";"02071";"AE21";"INFANTIL";8
"16766";"Área Infantil";"025";"DELICIAS";"02";"ARGANZUELA";"OPERATIVO";"441968.055";"4471986.514";"ETRS89";40.39646163;-3.68382034;"CALLE";"ORIANA";"6";"28045";"CALLE ESTRELLA NAOS 0 C/ ORIANA, ASCENDIENTE 1: 025 · DE";"31014547";"2007-06-15 00:00:00.0";"02073";"AE21";"INFANTIL";6
"16767";"Área Infantil";"022";"ACACIAS";"02";"ARGANZUELA";"OPERATIVO";"439636.32";"4472820.651";"ETRS89";40.40381019;-3.71137350;"PASEO";"OLMOS";"22";"28005";"PASEO LOS OLMOS 22 POST. , ASCENDIENTE 1: 02";"20180136";"2008-12-10 00:00:00.0";"02075";"AE21";"INFANTIL";5
"16769";"Área Infantil";"024";"LEGAZPI";"02";"ARGANZUELA";"OPERATIVO";"441387.145";"4470866.677";"ETRS89";40.38633286;-3.69056197;"CALLE";"EMBAJADORES";"264";"28045";"CALLE EMBAJADORES , ASCENDIENTE 1: 024 · LEGA";"31011603";"2009-10-15 00:00:00.0";"02077";"AE21";"INFANTIL";6
"16771";"Área Infantil";"036";"NIÑO JESUS";"03";"RETIRO";"OPERATIVO";"442795.793";"4473226.828";"ETRS89";40.40769233;-3.67417878;"CALLE";"CONDE DE CARTAGENA";"21";"28007";"CALLE CONDE CARTAGENA  , ASCENDIENTE 1: 036 ·";"11013283";"2005-07-26 00:00:00.0";"03001";"AE21";"INFANTIL";11
"16773";"Área Infantil";"035";"LOS JERONIMOS";"03";"RETIRO";"OPERATIVO";"442084.782";"4473271.954";"ETRS89";40.40804968;-3.68256193;"CALLE";"ANDRES TORREJON";"19";"28014";"CALLE ANDRES TORREJON 22 , ASCENDIENTE 1: 035";"20008546";"2004-09-13 00:00:00.0";"03003";"AE21";"INFANTIL";14
"16777";"Área Infantil";"033";"ESTRELLA";"03";"RETIRO";"OPERATIVO";"443340.711";"4473587.236";"ETRS89";40.41097635;-3.66778917;"CALLE";"ASTROS";"14";"28007";"CALLE ASTROS , ASCENDIENTE 1: 033 · BARRIO DE";"11011893";"2006-02-08 00:00:00.0";"03008";"AE21";"INFANTIL";15
"16781";"Área Infantil";"032";"ADELFAS";"03";"RETIRO";"OPERATIVO";"443038.458";"4472032.091";"ETRS89";40.39694611;-3.67121213;"CALLE";"CERRO NEGRO";"5";"28007";"CALLE CERRO NEGRO 2 C/ JATIVA , ASCENDIENTE 1: 032 · ADEL";"31020470";"2004-01-01 00:00:00.0";"03011";"AE21";"INFANTIL";12
"16783";"Área Infantil";"036";"NIÑO JESUS";"03";"RETIRO";"OPERATIVO";"443028.537";"4473420.431";"ETRS89";40.40945237;-3.67145329;"CALLE";"JESUS APRENDIZ";"19";"28007";"CALLE JESUS APRENDIZ 19 , ASCENDIENTE 1: 036";"11013344";"2005-12-17 00:00:00.0";"03014";"AE21";"INFANTIL";7
"16785";"Área Infantil";"032";"ADELFAS";"03";"RETIRO";"OPERATIVO";"443300.132";"4472787.021";"ETRS89";40.40376480;-3.66819611;"CALLE";"LUIS MITJANS";"56";"28007";"PARQUE ADELFAS , ASCENDIENTE 1: 032 · ADELFA";"20008476";"2006-11-17 00:00:00.0";"03016";"AE21";"INFANTIL";7
"16787";"Área Infantil";"036";"NIÑO JESUS";"03";"RETIRO";"OPERATIVO";"442995.253";"4474087.811";"ETRS89";40.41546221;-3.67190534;"PLAZA";"DOCTOR LAGUNA";"6";"28009";"PLAZA DOCTOR LAGUNA 6 , ASCENDIENTE 1: 036";"11013587";"2006-03-22 00:00:00.0";"03018";"AE21";"INFANTIL";10
